e65	tmx87	hold	four_year	hold	four_year	VVI	CRD_NN1	FALSE	43	26	AFTER	OCCURRENCE	PRESENT	NONE	FALSE	O	O	O	AFTER
e65	tmx86	hold	five_year	hold	five_year	VVI	CRD_NN1	FALSE	44	27	AFTER	OCCURRENCE	PRESENT	NONE	FALSE	O	O	O	AFTER
e65	tmx85	hold	the_last_twenty_four_hours	hold	the_last_twenty_four_hour	VVI	AT0_AJ0_CRD_NN2	FALSE	48	29	AFTER	OCCURRENCE	PRESENT	NONE	FALSE	O	O	O	AFTER
e66	tmx87	get	four_year	get	four_year	VVB	CRD_NN1	FALSE	44	26	AFTER	OCCURRENCE	PRESENT	NONE	FALSE	O	O	O	AFTER
e66	tmx86	get	five_year	get	five_year	VVB	CRD_NN1	FALSE	45	27	AFTER	OCCURRENCE	PRESENT	NONE	FALSE	O	O	O	AFTER
e66	tmx85	get	the_last_twenty_four_hours	get	the_last_twenty_four_hour	VVB	AT0_AJ0_CRD_NN2	FALSE	49	29	AFTER	OCCURRENCE	PRESENT	NONE	FALSE	O	O	O	AFTER
e7	tmx85	fallen	the_last_twenty_four_hours	fall	the_last_twenty_four_hour	VVN	AT0_AJ0_CRD_NN2	FALSE	1	0	AFTER	OCCURRENCE	PRESENT	PERFECTIVE	FALSE	TMP-PMOD	O	O	IS_INCLUDED
e10	tmx85	hit	the_last_twenty_four_hours	hit	the_last_twenty_four_hour	VVD	AT0_AJ0_CRD_NN2	FALSE	3	2	AFTER	OCCURRENCE	PAST	NONE	FALSE	O	O	O	IS_INCLUDED
e52	tmx99	boom	ten_years	boom	ten_year	NN1	CRD_NN2	FALSE	1	0	AFTER	OCCURRENCE	NONE	NONE	FALSE	O	O	O	IS_INCLUDED
e43	tmx98	soared	the_past_three_months	soar	the_past_three_month	VVN	AT0_AJ0_CRD_NN2	FALSE	2	0	AFTER	OCCURRENCE	PRESENT	PERFECTIVE	FALSE	TMP-PMOD	O	O	IS_INCLUDED
e42	tmx98	plunged	the_past_three_months	plunge	the_past_three_month	VVN	AT0_AJ0_CRD_NN2	FALSE	1	0	AFTER	OCCURRENCE	PRESENT	PERFECTIVE	FALSE	TMP-PMOD	O	O	IS_INCLUDED
e1	tmx87	turning	four_year	turn	four_year	VVG	CRD_NN1	FALSE	9	5	BEFORE	OCCURRENCE	PRESPART	NONE	FALSE	O	O	O	AFTER
e1	tmx86	turning	five_year	turn	five_year	VVG	CRD_NN1	FALSE	8	4	BEFORE	OCCURRENCE	PRESPART	NONE	FALSE	O	O	O	AFTER
e1	tmx85	turning	the_last_twenty_four_hours	turn	the_last_twenty_four_hour	VVG	AT0_AJ0_CRD_NN2	FALSE	4	2	BEFORE	OCCURRENCE	PRESPART	NONE	FALSE	O	O	O	IS_INCLUDED
