pos1_AJ0,pos1_AJC,pos1_AJS,pos1_AT0,pos1_AV0,pos1_AVP,pos1_AVQ,pos1_CJC,pos1_CJS,pos1_CJT,pos1_CRD,pos1_DPS,pos1_DT0,pos1_DTQ,pos1_EX0,pos1_ITJ,pos1_NN0,pos1_NN1,pos1_NN2,pos1_NP0,pos1_ORD,pos1_PNI,pos1_PNP,pos1_PNQ,pos1_PNX,pos1_POS,pos1_PRF,pos1_PRP,pos1_PUL,pos1_PUN,pos1_PUQ,pos1_PUR,pos1_TO0,pos1_UNC,pos1_VBB,pos1_VBD,pos1_VBG,pos1_VBI,pos1_VBN,pos1_VBZ,pos1_VDB,pos1_VDD,pos1_VDG,pos1_VDI,pos1_VDN,pos1_VDZ,pos1_VHB,pos1_VHD,pos1_VHG,pos1_VHI,pos1_VHN,pos1_VHZ,pos1_VM0,pos1_VVB,pos1_VVD,pos1_VVG,pos1_VVI,pos1_VVN,pos1_VVZ,pos1_XX0,pos1_ZZ0,pos2_AJ0,pos2_AJC,pos2_AJS,pos2_AT0,pos2_AV0,pos2_AVP,pos2_AVQ,pos2_CJC,pos2_CJS,pos2_CJT,pos2_CRD,pos2_DPS,pos2_DT0,pos2_DTQ,pos2_EX0,pos2_ITJ,pos2_NN0,pos2_NN1,pos2_NN2,pos2_NP0,pos2_ORD,pos2_PNI,pos2_PNP,pos2_PNQ,pos2_PNX,pos2_POS,pos2_PRF,pos2_PRP,pos2_PUL,pos2_PUN,pos2_PUQ,pos2_PUR,pos2_TO0,pos2_UNC,pos2_VBB,pos2_VBD,pos2_VBG,pos2_VBI,pos2_VBN,pos2_VBZ,pos2_VDB,pos2_VDD,pos2_VDG,pos2_VDI,pos2_VDN,pos2_VDZ,pos2_VHB,pos2_VHD,pos2_VHG,pos2_VHI,pos2_VHN,pos2_VHZ,pos2_VM0,pos2_VVB,pos2_VVD,pos2_VVG,pos2_VVI,pos2_VVN,pos2_VVZ,pos2_XX0,pos2_ZZ0,mainpos1_v,mainpos1_n,mainpos1_art,mainpos1_det,mainpos1_adj,mainpos1_adv,mainpos1_conj,mainpos1_crd,mainpos1_ord,mainpos1_pron,mainpos1_prep,mainpos1_to,mainpos1_pos,mainpos1_punc,mainpos1_neg,mainpos2_v,mainpos2_n,mainpos2_art,mainpos2_det,mainpos2_adj,mainpos2_adv,mainpos2_conj,mainpos2_crd,mainpos2_ord,mainpos2_pron,mainpos2_prep,mainpos2_to,mainpos2_pos,mainpos2_punc,mainpos2_neg,chunk1_B-VP,chunk1_I-VP,chunk1_B-NP,chunk1_I-NP,chunk1_B-ADJP,chunk1_I-ADJP,chunk1_B-ADVP,chunk1_I-ADVP,chunk1_B-PP,chunk1_I-PP,chunk1_B-SBAR,chunk1_I-SBAR,chunk2_B-VP,chunk2_I-VP,chunk2_B-NP,chunk2_I-NP,chunk2_B-ADJP,chunk2_I-ADJP,chunk2_B-ADVP,chunk2_I-ADVP,chunk2_B-PP,chunk2_I-PP,chunk2_B-SBAR,chunk2_I-SBAR,samePos,sameMainPos,entDistance,sentDistance,entOrder_BEFORE,entOrder_AFTER,eclass_REPORTING,eclass_PERCEPTION,eclass_ASPECTUAL,eclass_I_ACTION,eclass_I_STATE,eclass_STATE,eclass_OCCURRENCE,etense_PAST,etense_PRESENT,etense_FUTURE,etense_NONE,etense_INFINITIVE,etense_PRESPART,etense_PASTPART,easpect_PROGRESSIVE,easpect_PERFECTIVE,easpect_PERFECTIVE_PROGRESSIVE,easpect_NONE,epolarity,ttype_DATE,ttype_TIME,ttype_DURATION,ttype_SET,e_mainverb,tempsig_at,tempsig_by,tempsig_in,tempsig_on,tempsig_for,tempsig_from,tempsig_to,tempsig_during,tempsig_between,tempsig_after,tempsig_before,tempsig_up_to,tempsig_within,tempsig_until,tempsig_since,tempsig_still,tempsig_recently,tempsig_formerly,tempsig_former,tempsig_early,tempsig_over,tempsig_next,tempsig_later,tempsig_lately,tempsig_immediately,tempsig_earlier,tempsig_ago,tempmarkerpos_BETWEEN,tempmarkerpos_BEFORE,tempmarkerpos_AFTER,tempmarkerpos_BEGIN,tempmarkerpos_BEGIN-BETWEEN,tempmarkerpos_BEGIN-BEFORE,timexrule_TMX-BEGIN,timexrule_TMX-END,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INCLUDES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,IS_INCLUDED
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENDED_BY
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEFORE
