e374	tmx83	gloomy	week	gloomy	week	AJ0	NN1	FALSE	46	29	AFTER	STATE	PRESENT	NONE	FALSE	O	O	O	DURING
e55	tmx83	think	week	think	week	VVI	NN1	FALSE	45	29	AFTER	I_STATE	PRESENT	NONE	FALSE	O	O	O	DURING
e1	tmx0	turning	O	turn	O	VVG	O	FALSE	-1	-1	O	OCCURRENCE	PRESPART	NONE	TRUE	O	O	O	IS_INCLUDED
e67	tmx0	goes	O	go	O	NN0	O	FALSE	-1	-1	O	OCCURRENCE	PRESENT	NONE	TRUE	O	O	O	DURING
e66	tmx0	get	O	get	O	VVB	O	FALSE	-1	-1	O	OCCURRENCE	PRESENT	NONE	TRUE	O	O	O	AFTER
e65	tmx0	hold	O	hold	O	VVI	O	FALSE	-1	-1	O	OCCURRENCE	PRESENT	NONE	TRUE	O	O	O	AFTER
e53	tmx99	talking	ten_years	talk	ten_year	VVG	CRD_NN2	FALSE	2	0	AFTER	OCCURRENCE	PRESENT	PROGRESSIVE	FALSE	TMP-PMOD	O	O	ENDS
e52	tmx99	boom	ten_years	boom	ten_year	NN1	CRD_NN2	FALSE	1	0	AFTER	OCCURRENCE	NONE	NONE	FALSE	O	O	O	IS_INCLUDED
e48	tmx0	get	O	get	O	VVB	O	FALSE	-1	-1	O	OCCURRENCE	PRESENT	NONE	TRUE	O	O	O	DURING
e43	tmx98	soared	the_past_three_months	soar	the_past_three_month	VVN	AT0_AJ0_CRD_NN2	FALSE	2	0	AFTER	OCCURRENCE	PRESENT	PERFECTIVE	FALSE	TMP-PMOD	O	O	IS_INCLUDED
e42	tmx98	plunged	the_past_three_months	plunge	the_past_three_month	VVN	AT0_AJ0_CRD_NN2	FALSE	1	0	AFTER	OCCURRENCE	PRESENT	PERFECTIVE	FALSE	TMP-PMOD	O	O	IS_INCLUDED
e41	tmx0	believe	O	believe	O	VVB	O	FALSE	-1	-1	O	I_STATE	PRESENT	NONE	TRUE	O	O	O	DURING
e39	tmx0	believe	O	believe	O	VVI	O	FALSE	-1	-1	O	I_STATE	PRESENT	NONE	TRUE	O	O	O	BEFORE
e91	tmx90	worth	now	worth	now	AJ0	AV0	FALSE	1	0	BEFORE	STATE	PRESENT	NONE	FALSE	TMP	O	O	DURING
e88	tmx89	worth	October	worth	october	PRP	NP0	FALSE	1	0	BEFORE	STATE	NONE	NONE	FALSE	AMOD-LOC-PMOD	O	O	IS_INCLUDED
e37	tmx0	estimates	O	estimate	O	NN0	O	FALSE	-1	-1	O	REPORTING	PRESENT	NONE	TRUE	O	O	O	DURING
e34	tmx0	find	O	find	O	VVB	O	FALSE	-1	-1	O	OCCURRENCE	PRESENT	NONE	TRUE	O	O	O	DURING
e33	tmx0	owns	O	own	O	NN0	O	FALSE	-1	-1	O	OCCURRENCE	PRESENT	NONE	TRUE	O	O	O	DURING
