e30	e65	break	hold	break	hold	VVB	VVI	29	17	OCCURRENCE	OCCURRENCE	INFINITIVE	PRESENT	NONE	NONE	O	O|MAIN	O	O	so	BEFORE
e30	e66	break	get	break	get	VVB	VVB	30	17	OCCURRENCE	OCCURRENCE	INFINITIVE	PRESENT	NONE	NONE	O	O|O	O	O	so	BEFORE
e7	e65	fallen	hold	fall	hold	VVN	VVI	47	29	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	O	MAIN|MAIN	when	BEGIN-BETWEEN	so	BEFORE
e7	e66	fallen	get	fall	get	VVN	VVB	48	29	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	O	MAIN|O	when	BEGIN-BETWEEN	so	BEFORE
e10	e65	hit	hold	hit	hold	VVD	VVI	45	27	OCCURRENCE	OCCURRENCE	PAST	PRESENT	NONE	NONE	O	MAIN|MAIN	when	BEGIN-BETWEEN	so	BEFORE
e10	e66	hit	get	hit	get	VVD	VVB	46	27	OCCURRENCE	OCCURRENCE	PAST	PRESENT	NONE	NONE	O	MAIN|O	when	BEGIN-BETWEEN	so	BEFORE
e3	e4	assistance	helping	assistance	help	NN1	VVG	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PROGRESSIVE	PROGRESSIVE	SBJ	O|MAIN	O	O	from	BEFORE
e9	e65	lost	hold	lose	hold	VVN	VVI	46	28	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	O	MAIN|MAIN	when	BEGIN-BETWEEN	so	BEFORE
e9	e66	lost	get	lose	get	VVN	VVB	47	28	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	O	MAIN|O	when	BEGIN-BETWEEN	so	BEFORE
e55	e56	think	think	think	think	VVI	VVI	2	0	I_STATE	I_STATE	PRESENT	PRESENT	NONE	NONE	COORD-CONJ	MAIN|O	O	O	O	IDENTITY
e39	e65	believe	hold	believe	hold	VVI	VVI	20	12	I_STATE	OCCURRENCE	PRESENT	PRESENT	NONE	NONE	O	MAIN|MAIN	O	O	so	BEFORE
e39	e66	believe	get	believe	get	VVI	VVB	21	12	I_STATE	OCCURRENCE	PRESENT	PRESENT	NONE	NONE	O	MAIN|O	O	O	so	BEFORE
e17	e19	thought	sold	think	sell	VVD	VVD	2	1	I_STATE	OCCURRENCE	PAST	PAST	NONE	NONE	O	MAIN|MAIN	when	BEGIN-BETWEEN	so	BEFORE
e32	e65	crashed	hold	crash	hold	VVN	VVI	28	16	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	O	MAIN|MAIN	O	O	so	BEFORE
e32	e66	crashed	get	crash	get	VVN	VVB	29	16	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	PERFECTIVE	NONE	O	MAIN|O	O	O	so	BEFORE
e16	e19	spent	sold	spend	sell	VVD	VVD	3	1	OCCURRENCE	OCCURRENCE	PAST	PAST	NONE	NONE	O	O|MAIN	when	BEGIN-BETWEEN	so	BEFORE
e16	e17	spent	thought	spend	think	VVD	VVD	1	0	OCCURRENCE	I_STATE	PAST	PAST	NONE	NONE	TMP	O|MAIN	when	BETWEEN	so	IDENTITY
e147	e65	drop	hold	drop	hold	NN1	VVI	42	25	OCCURRENCE	OCCURRENCE	NONE	PRESENT	NONE	NONE	O	O|MAIN	when	BEGIN-BETWEEN	so	BEFORE
e147	e66	drop	get	drop	get	NN1	VVB	43	25	OCCURRENCE	OCCURRENCE	NONE	PRESENT	NONE	NONE	O	O|O	when	BEGIN-BETWEEN	so	BEFORE
e1	e65	turning	hold	turn	hold	VVG	VVI	52	31	OCCURRENCE	OCCURRENCE	PRESPART	PRESENT	NONE	NONE	O	MAIN|MAIN	when	BEGIN-BETWEEN	so	BEFORE
e1	e66	turning	get	turn	get	VVG	VVB	53	31	OCCURRENCE	OCCURRENCE	PRESPART	PRESENT	NONE	NONE	O	MAIN|O	when	BEGIN-BETWEEN	so	BEFORE
e1	e30	turning	break	turn	break	VVG	VVB	23	14	OCCURRENCE	OCCURRENCE	PRESPART	INFINITIVE	NONE	NONE	O	MAIN|O	when	BEGIN-BETWEEN	so	IS_INCLUDED
e1	e39	turning	believe	turn	believe	VVG	VVI	32	19	OCCURRENCE	I_STATE	PRESPART	PRESENT	NONE	NONE	O	MAIN|MAIN	when	BEGIN-BETWEEN	so	AFTER
e1	e32	turning	crashed	turn	crash	VVG	VVN	24	15	OCCURRENCE	OCCURRENCE	PRESPART	PRESENT	NONE	PERFECTIVE	O	MAIN|MAIN	when	BEGIN-BETWEEN	so	IS_INCLUDED
e17	e20	thought	said	think	say	VVD	VVD	3	1	I_STATE	REPORTING	PAST	PAST	NONE	NONE	O	MAIN|O	when	BEGIN-BETWEEN	so	BEFORE
e55	e56	think	think	think	think	VVI	VVI	2	0	I_STATE	I_STATE	PRESENT	PRESENT	NONE	NONE	COORD-CONJ	MAIN|O	O	O	O	SIMULTANEOUS
e19	e20	sold	said	sell	say	VVD	VVD	1	0	OCCURRENCE	REPORTING	PAST	PAST	NONE	NONE	COORD-CONJ	MAIN|O	O	O	O	SIMULTANEOUS
e67	e368	goes	recession	go	recession	NN0	NN1	1	0	OCCURRENCE	OCCURRENCE	PRESENT	NONE	NONE	NONE	ADV-PMOD	O|O	as	BETWEEN	as	BEGINS
e53	e54	talking	layoffs	talk	layoff	VVG	NN2	1	0	OCCURRENCE	OCCURRENCE	PRESENT	NONE	PROGRESSIVE	NONE	ADV-PMOD	MAIN|O	O	O	O	BEFORE
e48	e50	get	discounts	get	discount	VVB	NN2	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	NONE	NONE	OBJ	MAIN|O	O	O	O	SIMULTANEOUS
e44	e46	downturn	spending	downturn	spend	NN1	VVG	1	0	OCCURRENCE	OCCURRENCE	PRESENT	PRESENT	NONE	PROGRESSIVE	O	O|O	O	O	O	BEFORE
e26	e28	construction	backed	construction	back	NN1	VVN	1	0	OCCURRENCE	OCCURRENCE	NONE	PRESENT	NONE	PERFECTIVE	ADV-PMOD	O|MAIN	O	O	under	INCLUDES
e16	e19	spent	sold	spend	sell	VVD	VVD	3	1	OCCURRENCE	OCCURRENCE	PAST	PAST	NONE	NONE	O	O|MAIN	when	BEGIN-BETWEEN	so	BEFORE
